OriginalText,15%_ErrorInducedText,Percentage_ErrorInduced_15%,AverageErrorPerWord_15%,25%_ErrorInducedText,Percentage_ErrorInduced_25%,AverageErrorPerWord_25%,35%_ErrorInducedText,Percentage_ErrorInduced_35%,AverageErrorPerWord_35%,50%_ErrorInducedText,Percentage_ErrorInduced_50%,AverageErrorPerWord_50%
ఇరిటేట్ చేయకు పో నాకు కోపం తెప్పియ్యకు,ఇరిటేట్ చౌయకు పే నాకు కేపం తెప్పెయ్వకు,0.13,0.83,ఇరిటిట్ చేయకృ పే నేకౄ కాపం తెప్నైయ్వకు,0.24,1.5,ఇరీటౌట్ చెయకౄ పొ నొకౄ కేపం తొప్యీయ్వకృ,0.34,2.17,ఇరైటౌట్ చెయకృ పా నేకౄ కౌపం తాప్వైయ్వకౄ,0.34,2.17
సన్రైజర్స్ హైదరాబాద్పై వికెట్ల తేడాతో ఘన విజయం సాధించిన చెన్నై సూపర్ కింగ్స్ మూడోసారి ఐపీఎల్ ట్రోఫీని సొంతం చేసుకుంది,సన్రైజర్వ్ హిదరేబాద్వె వికాట్త తేడాతో ఘన విజయం సేధైంచిన చిన్నె సూపర్ కింగ్చ్ మూడోసారె ఐపిఎల్ ట్రొఫీని సొంతం చేసూకుందీ,0.15,1.13,సన్రెజర్వ్ హైదరోబౌద్పి వికాట్ధ తీడొతౌ ఘన విజయం సొధైంచెన చెన్పి సౄపర్ కేంగ్స్ ముడాసోరై ఐపేఎల్ ట్రోఫినై సౌంతం చిసృకౄందై,0.25,1.93,సన్రిజర్వ్ హిదరేబేద్సె వీకొట్ధ తౌడెతే ఘన వీజయం సెధెంచెన చొన్వి సుపర్ కైంగ్న్ మౄడేసోరే ఐపేఎల్ ట్రౌఫేనె సాంతం చోసూకృందే,0.31,2.4,సన్రిజర్చ్ హిదరొబేద్సి వేకాట్ధ తెడౌతౌ ఘన వైజయం సేధేంచేన చొన్పె సుపర్ కేంగ్ప్ మౄడాసోరె ఐపిఎల్ ట్రేఫేనే సౌంతం చోసృకూందై,0.31,2.4
అందులో ఇంకా చాలా విశేషాలున్నాయి అవేంటంటే,అందృలో ఇంకా చొలా వీశీషాలున్నాయీ అవేంటంటో,0.15,1.2,అందృలే ఇంకా చాలే వెశోషౌలౄన్పొయి అవేంటంటౌ,0.25,2.0,అందౄలే ఇంకె చోలె వెశౌషొలృన్వేయీ అవోంటంటౌ,0.35,2.8,అందూలౌ ఇంకో చౌలో వీశౌషేలూన్పోయే అవెంటంటీ,0.35,2.8
కానీ అది సరైన అవగాహన కాదని ఈ తాజా అధ్యయనంలో వెల్లడైంది,కానీ అది సరిన అవగెహన కేదనె ఈ తాజొ అధ్వయనంలా వెల్లడైందై,0.15,0.89,కౌని అది సరెన అవగాహన కెదనే ఈ తోజొ అధ్వయనంలే విల్ధడెందీ,0.24,1.44,కెని అదె సరిన అవగొహన కొదనీ ఈ తెజో అధ్వయనంలా వొల్తడెందీ,0.28,1.67,కోని అదై సరెన అవగెహన కెదనీ ఈ తౌజౌ అధ్వయనంలా వాల్తడెందై,0.28,1.67
ఇది ఎలా పని చేస్తోంది,ఇది ఎలా పనె చిస్లోంది,0.14,0.75,ఇదె ఎలా పనీ చెస్తాందై,0.24,1.25,ఇదీ ఎలో పనే చౌస్లౌందై,0.33,1.75,ఇదె ఎలె పనే చౌస్లాందే,0.33,1.75
తొలి విడతలో లక్షల మంది వైద్య ఆరోగ్య సిబ్బందికి వాక్సిన్ వేయనున్నారు,తెలె వీడతలే లక్షల మంది వెద్య ఆరేగ్య సిబ్బందికై వాక్చేన్ వేయనున్వారు,0.15,1.11,తొలీ వైడతలౌ లక్షల మంది వైద్వ ఆరేగ్వ సేబ్బందైకై వెక్నిన్ వోయనౄన్వోరూ,0.24,1.78,తోలై వేడతలౌ లక్షల మందే విద్వ ఆరాగ్వ సెబ్బందైకై వౌక్వేన్ వీయనృన్వెరృ,0.3,2.22,తెలే వేడతలొ లక్షల మందే విద్వ ఆరొగ్వ సెబ్బందెకే వెక్చైన్ వియనృన్వేరృ,0.3,2.22
అపహరణ విషయంపై పోలీసులకు కుటుంబసభ్యులు ఫిర్యాదు చేశారు,అపహరణ వైషయంపె పోలీసులకు కౄటుంబసభ్యులృ ఫిర్వోదు చేశేరు,0.13,1.17,అపహరణ వైషయంపి పాలీసౄలకౄ కౄటుంబసభ్వులు ఫిర్వోదృ చిశేరౄ,0.25,2.17,అపహరణ వీషయంపె పేలేసౄలకృ కృటౄంబసభ్వృలృ ఫైర్వెదూ చౌశౌరూ,0.34,3.0,అపహరణ వీషయంపె పౌలిసౄలకృ కూటృంబసభ్వృలృ ఫెర్వోదౄ చోశౌరృ,0.34,3.0
ఈ సందర్భంగా సర్వోన్నత న్యాయస్థానం ఎదుట హాజరైన సొలిసిటర్ జనరల్ తుషార్ మెహతా ఈ వివరణ ఇచ్చారు,ఈ సందర్భంగే సర్వోన్పత న్వౌయస్థేనం ఎదూట హోజరెన సొలిసెటర్ జనరల్ తూషేర్ మెహతా ఈ వెవరణ ఇచ్చేరు,0.14,1.0,ఈ సందర్భంగో సర్పేన్వత న్వేయస్థేనం ఎదృట హొజరిన సౌలీసేటర్ జనరల్ తృషొర్ మాహతొ ఈ వెవరణ ఇచ్సొరూ,0.23,1.62,ఈ సందర్భంగే సర్చాన్పత న్వోయస్థొనం ఎదూట హేజరెన సెలైసీటర్ జనరల్ తూషెర్ మొహతౌ ఈ వైవరణ ఇచ్వౌరూ,0.23,1.62,ఈ సందర్భంగౌ సర్చేన్వత న్వౌయస్థౌనం ఎదూట హొజరెన సెలేసైటర్ జనరల్ తౄషెర్ మిహతొ ఈ వైవరణ ఇచ్సౌరృ,0.23,1.62
అలాగే ప్రధానంగా హిందువులు ఉన్న నగరమైనా గాని క్రైస్తవులు మహమ్మదీయులు కూడా పెద్ద సంఖ్యలో ఉన్నారు,అలాగె ప్రధానంగా హిందువులృ ఉన్న నగరమెనా గానీ క్రైస్లవౄలౄ మహమ్మదీయులౄ కుడౌ పెద్ద సంఖ్వలో ఉన్పొరృ,0.15,1.17,అలాగే ప్రధౌనంగో హీందువులౄ ఉన్న నగరమెనొ గోనీ క్రిస్లవృలౄ మహమ్శదీయౄలౄ కౄడౌ పిద్ద సంఖ్వలే ఉన్పోరౄ,0.24,1.92,అలేగో ప్రధేనంగౌ హెందౄవృలౄ ఉన్వ నగరమెనౌ గెనె క్రెస్లవృలూ మహమ్శదియూలృ కౄడౌ పాద్ధ సంఖ్వలొ ఉన్పౌరూ,0.32,2.5,అలొగీ ప్రధెనంగే హేందృవూలూ ఉన్ప నగరమెనే గౌనె క్రిస్లవౄలూ మహమ్శదియౄలృ కుడౌ పిద్ధ సంఖ్వలౌ ఉన్వెరృ,0.32,2.5
ఈ పుకార్లు విని షిండే కుటుంబసభ్యులు షాకయ్యారు,ఈ పృకొర్తూ వెని షిండే కుటుంబసభ్యులు షాకయ్యొరు,0.13,1.0,ఈ పూకార్గూ విని షీండౌ కృటూంబసభ్యౄలృ షొకయ్యౌరు,0.24,1.83,ఈ పూకోర్ధౄ వేనీ షిండో కృటౄంబసభ్వులృ షొకయ్వెరృ,0.33,2.5,ఈ పూకోర్గౄ వైనే షెండౌ కృటౄంబసభ్వృలూ షౌకయ్వేరౄ,0.38,2.83
మద్రాస్ హైకోర్టుకు నివేదిక,మద్రాస్ హెకోర్టుకు నైవేదైక,0.12,1.0,మద్రోస్ హైకొర్టృకూ నివెదేక,0.23,2.0,మద్రెస్ హికేర్టూకృ నీవీదెక,0.31,2.67,మద్రౌస్ హెకార్టృకూ నేవిదైక,0.31,2.67
నీతో పనేమీ లేదు,నితో పనేమే లేదు,0.13,0.67,నేతొ పనేమీ లీదు,0.2,1.0,నేతొ పనౌమీ లెదౄ,0.33,1.67,నితే పనోమి లెదృ,0.4,2.0
ఎక్కువ ప్రవాహ సాంద్రత కలిగిన సల్ఫ్యూరిక్ ఆమ్లంలో ఉన్న గాఢ అమ్మోనియం సల్ఫేట్నువిద్యుద్విశ్లేషణ చేసి అమ్మోనియం పెర్సల్ఫేట్ను తయారు చేయుదురు,ఎక్కౄవ ప్రవేహ సాంద్రత కలిగిన సల్ఫ్యూరెక్ ఆమ్గంలా ఉన్వ గాఢ అమ్మోనెయం సల్ఫేట్నౄవైద్వుద్పిశ్లేషణ చిసి అమ్శొనియం పెర్చల్ఫీట్వు తయొరౄ చేయుదూరు,0.15,1.33,ఎక్కౄవ ప్రవేహ సౌంద్రత కలేగెన సల్ఫ్వౄరేక్ ఆమ్ధంలౌ ఉన్ప గోఢ అమ్మేనైయం సల్ఫీట్నౄవేద్వృద్వెశ్గేషణ చౌసీ అమ్మౌనేయం పెర్చల్ఫౌట్నౄ తయెరౄ చౌయూదూరౄ,0.25,2.27,ఎక్కృవ ప్రవౌహ సోంద్రత కలైగెన సల్ఫ్వురైక్ ఆమ్ధంలొ ఉన్వ గౌఢ అమ్శానేయం సల్ఫీట్పౄవెద్వూద్యేశ్తౌషణ చీసీ అమ్శానైయం పిర్నల్ఫౌట్వూ తయెరృ చౌయృదూరృ,0.3,2.73,ఎక్కూవ ప్రవొహ సేంద్రత కలీగెన సల్ఫ్వురైక్ ఆమ్ధంలొ ఉన్వ గొఢ అమ్శానేయం సల్ఫీట్పౄవైద్వృద్చేశ్తౌషణ చెసై అమ్శౌనెయం పిర్చల్ఫీట్పృ తయోరూ చౌయౄదూరృ,0.3,2.73
కాలం సద్వినియోగమవుతుంది,కొలం సద్వీనియాగమవుతుంది,0.13,1.5,కాలం సద్వినీయొగమవౄతౄందే,0.22,2.5,కౌలం సద్పైనీయౌగమవూతౄందీ,0.35,4.0,కొలం సద్చెనీయౌగమవౄతృందై,0.35,4.0
పాక్కు బొమ్మ చూపించారు వికెట్ల తేడాతో భారత్ విజయం,పోక్కు బొమ్శ చూపైంచొరు వెకొట్ల తేడాతో భౌరత్ విజయం,0.14,1.0,పొక్కూ బౌమ్మ చూపించేరృ వెకొట్గ తీడేతా భారత్ వీజయం,0.24,1.71,పేక్కృ బౌమ్శ చౄపైంచోరౄ వెకిట్ధ తౌడెతొ భౌరత్ వీజయం,0.33,2.29,పొక్కూ బామ్శ చుపెంచౌరూ వైకొట్ధ తిడొతే భౌరత్ వెజయం,0.33,2.29
అభ్యర్థుల ఖర్చులపై ప్రత్యేక నిఘా,అభ్వర్థుల ఖర్వులపై ప్రత్యేక నెఘొ,0.12,1.0,అభ్వర్థృల ఖర్వౄలపై ప్రత్వీక నీఘౌ,0.25,2.0,అభ్వర్థౄల ఖర్సూలపె ప్రత్వోక నైఘొ,0.28,2.25,అభ్వర్థృల ఖర్వౄలపె ప్రత్వెక నెఘో,0.28,2.25
కేంద్రాల్లో ఈ పరీక్ష జరిగింది,కింద్రొల్లే ఈ పరీక్ష జరిగిందై,0.14,1.0,కౌంద్రోల్గొ ఈ పరీక్ష జరెగెందే,0.24,1.75,కోంద్రౌల్గే ఈ పరేక్ష జరెగేందీ,0.28,2.0,కింద్రొల్గే ఈ పరిక్ష జరీగైందె,0.28,2.0
రూ కే నల్లా కనెక్షన్,రూ కౌ నల్తా కనాక్షన్,0.15,0.75,రు కి నల్ధో కనాక్షన్,0.25,1.25,రు కౌ నల్తౌ కనిక్షన్,0.25,1.25,రౄ కె నల్గే కనొక్షన్,0.25,1.25
ఈ స్లాబ్లో ఇప్పుడు శాతం వరకు పన్ను వేస్తున్నారు,ఈ స్లాబ్లౌ ఇప్వుడృ శాతం వరకృ పన్నృ వీస్తున్నెరు,0.15,1.0,ఈ స్గౌబ్తే ఇప్పుడూ శౌతం వరకూ పన్వు వోస్తున్నోరృ,0.23,1.57,ఈ స్గెబ్ధొ ఇప్యృడౄ శౌతం వరకూ పన్పూ వోస్లృన్నోరౄ,0.34,2.29,ఈ స్గెబ్తౌ ఇప్సౄడూ శోతం వరకౄ పన్వౄ వీస్లూన్వోరూ,0.36,2.43
లో తెనాలి చేరి సత్యనారాయణ నాట్యమండలి పేరుతో నాటకాలను ప్రదర్శించారు,లో తెనాలీ చేరి సత్వనౌరోయణ నాట్వమండలి పేరృతొ నాటకాలను ప్రదర్శేంచారూ,0.14,1.12,లొ తినాలి చిరె సత్వనొరోయణ నొట్వమండలీ పిరుతో నెటకాలనృ ప్రదర్మీంచారౄ,0.24,2.0,లే తానొలె చౌరె సత్వనొరొయణ నెట్వమండలీ పౌరూతొ నొటకేలనౄ ప్రదర్మేంచౌరూ,0.33,2.75,లా తినౌలై చెరీ సత్వనొరౌయణ నోట్వమండలీ పోరౄతే నెటకోలనూ ప్రదర్మేంచెరూ,0.33,2.75
ఎన్రాన్ దివాలా కొరకు దావాను డిసెంబర్ లో కోరింది,ఎన్రోన్ దివాలె కొరకృ దేవాను డిసొంబర్ లో కోరెందే,0.15,1.0,ఎన్రాన్ దైవాలొ కౌరకూ దేవేనూ డీసెంబర్ లొ కేరిందే,0.23,1.57,ఎన్రౌన్ దీవొలో కోరకౄ దేవేనృ డీసింబర్ లే కొరైందె,0.32,2.14,ఎన్రేన్ దేవొలొ కౌరకూ దౌవేనృ డేసాంబర్ లౌ కౌరేందే,0.32,2.14
ప్రతి దేశం దాని సొంత సంకేత భాషను కలిగి ఉంది,ప్రతి దేశం దోనీ సొంత సంకెత భౌషనృ కలిగి ఉందే,0.14,0.75,ప్రతే దెశం దానై సౌంత సంకీత భేషనూ కలేగీ ఉందీ,0.23,1.25,ప్రతై దిశం దౌనీ సాంత సంకెత భౌషనూ కలేగే ఉందే,0.26,1.38,ప్రతై దెశం దౌనే సౌంత సంకెత భౌషనౄ కలెగీ ఉందే,0.26,1.38
అగంతుకుల దాడుల్లో మంది గాయపడ్డారు,అగంతృకుల దాడుల్ధే మంది గాయపడ్ధారు,0.12,1.0,అగంతృకూల దోడూల్లౌ మంది గౌయపడ్ధారృ,0.24,2.0,అగంతౄకృల దెడూల్గౌ మందై గౌయపడ్దౌరృ,0.33,2.75,అగంతృకూల దోడృల్గొ మందీ గొయపడ్దెరౄ,0.33,2.75
ారిని దగ్గరలోని ఆస్పత్రికి తరలించారు,ారెని దగ్గరలేని ఆస్పత్రైకి తరలైంచారౄ,0.14,1.25,ారెనె దగ్లరలాని ఆస్వత్రేకీ తరలించేరౄ,0.25,2.25,ారీనై దగ్ఠరలొనై ఆస్సత్రెకీ తరలీంచౌరృ,0.31,2.75,ారేనై దగ్ఠరలేనే ఆస్యత్రేకై తరలెంచెరౄ,0.31,2.75
ఆడవారి ఆలోచనలూ మారాలి,ఆడవెరి ఆలోచనలూ మౌరౌలి,0.14,1.0,ఆడవొరి ఆలేచనలూ మోరెలె,0.24,1.67,ఆడవేరీ ఆలౌచనలౄ మొరేలీ,0.33,2.33,ఆడవేరె ఆలౌచనలౄ మెరెలె,0.33,2.33
అవును క్రీస్తు మరణం ఆదాము పోగొట్టుకున్న పరిపూర్ణతను మానవులందరూ తిరిగి సంపాదించుకునే మార్గాన్ని సుగమం చేసింది,అవునూ క్రిస్లృ మరణం ఆదామూ పేగొట్టుకున్న పరిపౄర్ణతను మొనవులందరూ తీరిగి సంపోదీంచుకునే మెర్ధేన్పి సుగమం చౌసింది,0.15,1.33,అవూనౄ క్రిస్లూ మరణం ఆదోమృ పొగొట్టుకున్ప పరీపౄర్ణతనూ మెనవృలందరు తీరిగీ సంపోదీంచృకూనె మార్ఠోన్పె సుగమం చెసింది,0.25,2.25,అవృనూ క్రిస్లౄ మరణం ఆదోమౄ పొగోట్టృకృన్ప పరీపుర్ణతనౄ మోనవౄలందరౄ తైరెగీ సంపొదెంచూకృనీ మేర్ధెన్పే సౄగమం చిసెందై,0.32,2.92,అవూనౄ క్రిస్లృ మరణం ఆదోమృ పౌగోట్టూకౄన్వ పరెపౄర్ణతనూ మౌనవౄలందరు తీరీగే సంపెదీంచౄకృని మొర్ఠొన్వీ సూగమం చోసెందె,0.32,2.92
నను కేవలం ఒక నటుడిగా మాత్రమే చూశాడని,నను కేవలం ఒక నటుడెగో మేత్రమె చూశాడనై,0.14,0.83,ననృ కౌవలం ఒక నటూడీగా మొత్రమో చుశెడనే,0.25,1.5,ననూ కెవలం ఒక నటౄడైగో మౌత్రమో చుశెడనీ,0.28,1.67,ననూ కీవలం ఒక నటృడెగౌ మేత్రమి చుశేడనే,0.28,1.67
లక్షలను పోలీసులు స్వాధీనం చేసుకున్నారు,లక్షలను పోలిసులు స్వాధీనం చేసూకున్పోరౄ,0.13,1.25,లక్షలను పోలిసౄలృ స్వేధినం చేసృకృన్నౌరూ,0.24,2.25,లక్షలనూ పొలేసృలూ స్యేధేనం చేసూకౄన్పెరూ,0.34,3.25,లక్షలనౄ పొలేసూలృ స్యెధేనం చోసౄకౄన్వొరౄ,0.37,3.5
బెంగాల్లో భాజపా విజయానికి కారణాలివే,బొంగాల్తో భాజపా విజయానికె కెరణౌలివే,0.14,1.25,బెంగౌల్లే భొజపొ విజయెనికె కోరణౌలివే,0.23,2.0,బొంగెల్తౌ భాజపో వెజయానైకె కొరణోలేవి,0.34,3.0,బొంగేల్తౌ భొజపె వేజయొనేకై కొరణొలైవె,0.4,3.5
మమతా బెనర్జీ ఫైల్ ఇమేజ్,మమతా బొనర్జి ఫైల్ ఇమిజ్,0.13,0.75,మమతో బొనర్జే ఫెల్ ఇమెజ్,0.22,1.25,మమతౌ బొనర్జి ఫిల్ ఇమెజ్,0.22,1.25,మమతౌ బినర్జి ఫెల్ ఇమెజ్,0.22,1.25
పోలీసులు దాడులు చేసి రూ,పోలీసులు దాడృలూ చేసి రు,0.13,0.75,పొలిసులు దెడులు చిసి రౄ,0.22,1.25,పేలేసౄలృ దేడృలు చేసె రౄ,0.35,2.0,పౌలిసూలౄ దేడౄలృ చౌసే రు,0.43,2.5
వీరిద్దరూ కూడ వేర్వేరు పార్టీలో ఉన్నారు,వీరిద్దరూ కూడ వేర్వేరూ పార్టేలౌ ఉన్నొరూ,0.13,1.0,వీరిద్ రూ కూడ వౌర్పేరృ పేర్టీలొ ఉన్వోరౄ,0.23,5.2,విరైద్ రు కుడ వెర్చేరౄ పేర్టిలౌ ఉన్పారూ,0.33,5.8,విరీద్ధరౄ కుడ విర్పోరూ పౌర్టిలౌ ఉన్వౌరృ,0.38,3.0
ఈ సినిమాలో గుర్రం పాత్ర చాలా కీలకంగా ఉంటుంది,ఈ సైనిమౌలో గుర్రం పాత్ర చోలొ కీలకంగో ఉంటూంది,0.14,0.86,ఈ సెనెమౌలొ గూర్రం పౌత్ర చొలా కిలకంగె ఉంటౄందే,0.25,1.57,ఈ సీనైమొలొ గౄర్రం పౌత్ర చేలౌ కేలకంగొ ఉంటౄందై,0.27,1.71,ఈ సేనీమొలౌ గృర్రం పోత్ర చేలౌ కిలకంగే ఉంటౄందే,0.27,1.71
వారు ప్రేమలో పడతారు కలిసి కదులుతారు,వారు ప్రీమలే పడతారు కలైసె కదులుతెరు,0.14,1.0,వేరౄ ప్రెమలా పడతొరు కలిసీ కదులృతారౄ,0.23,1.6,వోరౄ ప్రోమలౌ పడతెరృ కలేసె కదూలూతొరౄ,0.34,2.4,వోరృ ప్రౌమలౌ పడతౌరృ కలెసై కదౄలూతొరృ,0.34,2.4
ఈప్రమాదంలో గాయపడిన వారిని పలమనేరు ప్రభుత్వ ఏరియా ఆస్పత్రికి తరలించారు,ఈప్రమాదంలా గొయపడిన వెరినే పలమనేరౄ ప్రభుత్చ ఏరెయౌ ఆస్సత్రికీ తరలించారు,0.14,1.25,ఈప్రమేదంలో గెయపడీన వేరెని పలమనౌరూ ప్రభౄత్య ఏరేయో ఆస్నత్రైకే తరలీంచేరృ,0.25,2.12,ఈప్రమౌదంలా గౌయపడేన వోరెనే పలమనోరృ ప్రభూత్య ఏరేయె ఆస్వత్రైకె తరలైంచొరూ,0.28,2.38,ఈప్రమౌదంలౌ గెయపడేన వోరీనే పలమనౌరౄ ప్రభృత్ప ఏరేయో ఆస్సత్రీకే తరలెంచోరృ,0.28,2.38
ఇది ఏ మాత్రం నిజం కాదు,ఇదీ ఏ మౌత్రం నిజం కాదౄ,0.14,0.6,ఇదై ఏ మేత్రం నేజం కోదూ,0.23,1.0,ఇదై ఏ మెత్రం నెజం కొదౄ,0.23,1.0,ఇదె ఏ మోత్రం నెజం కొదూ,0.23,1.0
దీంతో గ్లోబల్గా అత్యంత విలువైన ఎడ్టెక్ కంపెనీగా ఇది నిలిచింది,దీంతో గ్తొబల్లా అత్వంత విలువెన ఎడ్టొక్ కంపెనీగా ఇదే నిలిచేందే,0.15,1.12,దింతౌ గ్గోబల్లొ అత్వంత వేలూవిన ఎడ్టిక్ కంపినీగే ఇది నైలీచిందీ,0.25,1.88,దింతా గ్గేబల్ధె అత్వంత వైలృవిన ఎడ్టిక్ కంపొనేగే ఇదీ నైలైచీందె,0.31,2.38,దేంతే గ్తాబల్ఠొ అత్వంత వైలౄవిన ఎడ్టొక్ కంపానిగే ఇదె నీలెచేందీ,0.31,2.38
ఇప్పటికే అఖిలప్రియ ఆమె సోదరుడిని పోలీసులు అరెస్ట్ చేశారు,ఇప్నటైకి అఖిలప్రియ ఆమె సొదరుడినె పౌలీసులు అరిస్ట్ చేశౌరు,0.14,1.14,ఇప్యటికే అఖిలప్రైయ ఆమొ సాదరుడెనీ పౌలేసూలౄ అరొస్ట్ చౌశొరౄ,0.25,2.0,ఇప్నటైకి అఖెలప్రేయ ఆమా సౌదరృడీనె పౌలిసృలూ అరిస్ట్ చీశొరృ,0.32,2.57,ఇప్సటెకీ అఖైలప్రెయ ఆమి సౌదరౄడేనై పాలేసౄలూ అరొస్ట్ చీశోరృ,0.32,2.57
కాగా భారత జట్టుకు పరుగుల స్వల్ప ఆధిక్యం లభించింది,కాగా భొరత జట్టుకృ పరౄగుల స్యల్వ ఆధైక్యం లభెంచింది,0.14,1.0,కేగో భొరత జట్టౄకౄ పరుగౄల స్పల్వ ఆధైక్వం లభెంచిందె,0.24,1.71,కెగొ భోరత జట్టూకృ పరౄగృల స్చల్స ఆధీక్వం లభీంచీందె,0.29,2.0,కెగె భేరత జట్టూకూ పరృగృల స్చల్వ ఆధెక్వం లభీంచెందై,0.29,2.0
ప్రతిపక్షాలపై జనాలకు నమ్మకం లేదు,ప్రతీపక్షౌలపై జనేలకు నమ్శకం లేదు,0.12,1.0,ప్రతైపక్షొలపి జనొలకృ నమ్శకం లీదూ,0.25,2.0,ప్రతేపక్షోలపె జనొలకూ నమ్శకం లీదృ,0.25,2.0,ప్రతేపక్షౌలపి జనోలకృ నమ్శకం లిదూ,0.25,2.0
పథకం అమలు కోసం బడ్జెట్లో రూ,పథకం అమలు కేసం బడ్జొట్ధో రు,0.15,0.8,పథకం అమలౄ కేసం బడ్జాట్గౌ రు,0.22,1.2,పథకం అమలూ కొసం బడ్జాట్ధొ రు,0.22,1.2,పథకం అమలృ కొసం బడ్జాట్గా రు,0.22,1.2
ఇక ఈ సినిమాలో శ్రద్ధా శ్రీనాథ్ హీరోయిన్గా నటిస్తోండగా రెజీనా ఓ కీలక పాత్రలో నటిస్తోంది,ఇక ఈ సినిమోలే శ్రద్ధా శ్రీనోథ్ హీరోయిన్ఠా నటెస్లౌండగా రెజీనె ఓ కేలక పాత్రలౌ నటిస్లోందై,0.14,1.0,ఇక ఈ సినీమోలో శ్రద్దొ శ్రీనౌథ్ హిరొయేన్గౌ నటైస్లేండగో రిజినౌ ఓ కిలక పాత్రలో నటీస్లాందే,0.24,1.75,ఇక ఈ సీనీమొలౌ శ్రద్లౌ శ్రినొథ్ హిరేయైన్లో నటెస్లాండగో రిజేనొ ఓ కిలక పోత్రలా నటెస్లొందె,0.31,2.25,ఇక ఈ సెనీమొలౌ శ్రద్డో శ్రినౌథ్ హిరేయీన్ధొ నటెస్లాండగొ రొజినౌ ఓ కిలక పేత్రలొ నటీస్లాందే,0.31,2.25
మనం చూస్తూనే ఉంటాం అన్నారు,మనం చూస్లూనే ఉంటౌం అన్వారు,0.12,0.75,మనం చూస్తునె ఉంటేం అన్వేరౄ,0.23,1.5,మనం చౄస్లునీ ఉంటేం అన్పౌరృ,0.31,2.0,మనం చుస్లౄనీ ఉంటోం అన్వొరృ,0.31,2.0
పిత్తాశయంలో రాళ్ళను సహజంగా తొలగించడం ఎలా,పీత్తాశయంలో రెళ్ళను సహజంగే తాలగేంచడం ఎలొ,0.15,1.2,పీత్లౌశయంలే రెళ్ళనృ సహజంగొ తోలగేంచడం ఎలౌ,0.25,2.0,పైత్లెశయంలే రెళ్ళనూ సహజంగౌ తౌలగేంచడం ఎలె,0.25,2.0,పేత్లౌశయంలొ రొళ్ళనృ సహజంగే తెలగైంచడం ఎలే,0.25,2.0
పిటిషన్ పై విచారణ చేపట్టిన జస్టిస్ అశోక్భూషణ్ జస్టిస్ ఆర్ సుభాష్రెడ్డి జస్టిస్ ఎం,పైటిషన్ పె వెచేరణ చెపట్టెన జస్టిస్ అశోక్భుషణ్ జస్టైస్ ఆర్ సృభాష్రిడ్దే జస్టిస్ ఎం,0.15,1.09,పైటేషన్ పె వేచొరణ చౌపట్టెన జస్టీస్ అశొక్భౄషణ్ జస్టెస్ ఆర్ సృభేష్రాడ్దే జస్టెస్ ఎం,0.21,1.55,పేటేషన్ పి వైచెరణ చౌపట్టీన జస్టైస్ అశొక్భుషణ్ జస్టీస్ ఆర్ సృభౌష్రాడ్దె జస్టీస్ ఎం,0.21,1.55,పేటీషన్ పె వేచెరణ చిపట్టైన జస్టేస్ అశొక్భౄషణ్ జస్టీస్ ఆర్ సృభెష్రొడ్దే జస్టేస్ ఎం,0.21,1.55
తీవ్రమైన అనారోగ్య కోవిడ్ రోగులపై రెండవ దశ క్లినికల్ ట్రయల్ విజయవంతంగా పూర్తయింది,తీవ్రమిన అనౌరోగ్వ కౌవిడ్ రోగులపె రెండవ దశ క్ధేనీకల్ ట్రయల్ వేజయవంతంగా పూర్లయెందె,0.15,1.2,తేవ్రమిన అనౌరొగ్వ కొవెడ్ రేగూలపి రొండవ దశ క్గీనెకల్ ట్రయల్ వైజయవంతంగౌ పౄర్లయైందె,0.25,2.0,తివ్రమిన అనెరాగ్వ కొవైడ్ రొగూలపి రిండవ దశ క్తెనీకల్ ట్రయల్ వెజయవంతంగె పౄర్లయేందె,0.25,2.0,తేవ్రమెన అనౌరొగ్వ కావెడ్ రాగౄలపె రొండవ దశ క్తేనెకల్ ట్రయల్ వీజయవంతంగొ పౄర్లయెందీ,0.25,2.0
మిగిలిన ప్రాంతాల్లో ఎందుకు వేయలేదో,మెగేలిన ప్రాంతొల్గో ఎందుకు వేయలెదో,0.15,1.25,మిగెలిన ప్రౌంతాల్తో ఎందూకౄ వెయలోదా,0.24,2.0,మెగెలీన ప్రొంతాల్తే ఎందృకూ వోయలిదొ,0.32,2.75,మైగెలెన ప్రోంతెల్గే ఎందౄకృ వియలెదే,0.35,3.0
మాట స్పష్టత లేదు,మోట స్పష్టత లేదౄ,0.12,0.67,మేట స్నష్టత లిదూ,0.25,1.33,మౌట స్వష్టత లిదూ,0.25,1.33,మొట స్యష్టత లోదృ,0.25,1.33
