OriginalText,15%_ErrorInducedText,Percentage_ErrorInduced_15%,AverageErrorPerWord_15%,25%_ErrorInducedText,Percentage_ErrorInduced_25%,AverageErrorPerWord_25%,35%_ErrorInducedText,Percentage_ErrorInduced_35%,AverageErrorPerWord_35%,50%_ErrorInducedText,Percentage_ErrorInduced_50%,AverageErrorPerWord_50%
పునర్విభజన ముచ్చటే లేదు,పునర్విభజన యుత్చటే దేదు,0.13,1.0,పుపల్విబఙన ముత్చటే లేదు,0.22,1.67,పుపగ్విబఙప ముత్చటే దేలు,0.35,2.67,వుపల్విబఙప యుత్చటే దేడు,0.43,3.33
అంటూ చెప్పేసాడు,అంటూ చెప్పేపాఢు,0.13,1.0,అంటూ తెవ్పేపాడు,0.2,1.5,అంటూ తెవ్పేపాతు,0.27,2.0,అంటూ తెఫ్పేపాతు,0.27,2.0
వేలు లభిస్తుంది,వేలు దభిస్తుంథి,0.13,1.0,షేలు దభిస్తుండి,0.2,1.5,షేదు దబిస్తుంథి,0.33,2.5,షేదు దబిప్తుంథి,0.4,3.0
బీజేపీ కాంగ్రెస్ పార్టీలు డిపాజిట్ గల్లంతయ్యే పార్టీలు,బీఙేఫీ కాంగ్రెప్ సార్టీలు ఢిపాజిట్ గల్లంచయ్యే ఫార్టీదు,0.15,1.33,భీఙేనీ కాంగ్రెప్ ఫాల్టీలు ఢిఫాఙిట్ గల్లంచమ్యే పాల్టీదు,0.24,2.17,భీఙేసీ కాంర్రెప్ నాల్టీదు తిసాఙిట్ రద్లంచమ్యే సాగ్టీదు,0.33,3.0,భీఙేవీ కాంర్రెప్ షాల్టీదు తినాఙిట్ రద్లంచమ్యే ఫాగ్టీదు,0.33,3.0
ఆ ఊరి ఆడవాళ్ళు అందరూ,ఆ ఊలి ఆడషాళ్ళు అంధరూ,0.15,0.75,ఆ ఊలి ఆతపాళ్ళు అంథలూ,0.25,1.25,ఆ ఊలి ఆదపాళ్ళు అంలగూ,0.25,1.25,ఆ ఊగి ఆఢపాళ్ళు అంధగూ,0.25,1.25
ఇప్పటికే చిత్రీకరణ పూర్తి చేసుకున్న ఈ చిత్రం పోస్ట్ ప్రొడక్షన్ పనులతో బిజీగా ఉంది,ఇప్పటికే తిచ్రీకరణ పూల్తి చేసుకున్న ఈ చిచ్రం నోప్ట్ ఫ్రొఢక్షప్ పనుదచో బిఙీగా ఉంది,0.15,1.09,ఇప్పటికే తిచ్రీకగణ షూగ్తి చేపుకుప్న ఈ తిచ్రం షోప్ట్ ఫ్రొఢక్షప్ ననుదచో బిఙీరా ఉంథి,0.25,1.82,ఇఫ్పటికే తిచ్రీకలణ నూగ్తి తేపుకుప్న ఈ తిచ్రం ఫోప్ట్ స్రొతక్షప్ నపుదచో భిఙీరా ఉంలి,0.3,2.18,ఇష్పటికే తిచ్రీకలణ ఫూల్తి తేపుకుప్న ఈ తిచ్రం ఫోప్ట్ స్రొతక్షప్ సపుదచో భిఙీరా ఉంథి,0.3,2.18
జీవితాన్ని మార్చేసింది,జీషితాన్ని యార్చేపింది,0.14,1.5,ఙీవిచాప్ని యార్చేపింది,0.23,2.5,ఙీషితాప్ని యాగ్చేపింధి,0.32,3.5,ఙీపిచాప్ని యాగ్చేపింలి,0.36,4.0
పవన్ కళ్యాణ్ సైతం పోటీ చేసిన రెండు స్థానాల్లో ఓటమి చెందాడు,వపన్ కళ్యాణ్ సైతం పోటీ చేపిన లెంఢు స్థాపాద్లో ఓటమి తెందాడు,0.14,0.89,ఫపప్ కళ్యాణ్ పైతం వోటీ తేసిప రెంఢు ప్థాపాద్లో ఓటయి తెండాడు,0.24,1.56,షషప్ కళ్యాణ్ పైచం నోటీ తేపిప లెంఢు ప్థాపాద్లో ఓటయి తెంధాతు,0.31,2.0,వషప్ కళ్యాణ్ పైచం షోటీ తేపిప లెంతు ప్థాపాద్లో ఓటయి తెంథాదు,0.31,2.0
నేనెప్పుడూ డబ్బు గురించి ఇబ్బంది పడలేదు,పేపెవ్పుడూ డభ్బు గురించి ఇబ్బంది పడదేదు,0.13,1.0,పేనెష్పుడూ ఢభ్బు రుగించి ఇబ్బంథి సడదేదు,0.23,1.8,నేపెష్పుతూ తబ్బు రుగింతి ఇభ్బంథి షదదేథు,0.33,2.6,పేపెఫ్పుఢూ దభ్బు రుగింతి ఇభ్బంథి నదదేడు,0.38,3.0
ఎన్నికల్లో కూడ రాహుల్గాంధీపై స్మృతి ఇరానీ పోటీ చేసి ఓటమి పాలయ్యారు,ఎన్నికద్లో కూద రాహుల్గాంధీపై ప్మృచి ఇరాపీ సోటీ చేసి ఓటయి పాలమ్యాలు,0.14,1.0,ఎన్నికల్లో కూఢ లాహుద్గాందీపై ప్మృచి ఇగాపీ షోటీ తేపి ఓటయి ఫాదమ్యాలు,0.24,1.78,ఎప్నికద్లో కూఢ గాహుద్గాందీసై ప్మృచి ఇగాపీ ఫోటీ తేపి ఓటయి నాదమ్యాగు,0.29,2.11,ఎప్నికద్లో కూఢ గాహుద్గాందీఫై ప్మృచి ఇలాపీ వోటీ తేపి ఓటయి వాదమ్యాలు,0.29,2.11
మనం చెప్పేది,మనం తెప్పేది,0.08,0.5,యపం తెప్పేది,0.25,1.5,యపం తెప్పేడి,0.33,2.0,యపం తెస్పేథి,0.42,2.5
దీంతో సైన్యం ఆందోళనకారులపై కాల్పులు జరిపింది,డీంతో సైన్యం ఆంథోళనకారుదపై కాద్పుదు ఙరిపింది,0.14,1.2,ధీంతో పైప్యం ఆందోళనకాగులసై కాద్పుదు ఙగివింధి,0.25,2.2,ధీంచో పైప్యం ఆంధోళపకాలుదవై కాద్పుదు ఙగివింధి,0.34,3.0,థీంచో పైప్యం ఆండోళపకాగుదనై కాద్పుదు ఙగివిండి,0.34,3.0
మీరు ఆన్లైన్లో నకిలీ సమాచారం అని ఎలా చెప్పవచ్చు,యీగు ఆప్లైప్లో నకిలీ పమాచారం అని ఎలా చెన్పవత్చు,0.15,1.0,యీగు ఆప్లైన్లో పకిదీ పయాతారం అపి ఎలా తెప్పషచ్చు,0.23,1.57,యీలు ఆప్లైప్లో పకిదీ పయాతాలం అపి ఎదా తెఫ్పపత్చు,0.34,2.29,యీగు ఆప్లైప్లో పకిదీ పయాతాగం అపి ఎదా తెస్పషత్చు,0.34,2.29
తాజాగా ఇలాంటి ఘటనే బెంగళూరులో వెలుగు చూసింది,చాజారా ఇలాంటి ఘటపే భెంగళూలులో వెలుగు చూపింది,0.14,1.0,తాజారా ఇదాంటి ఝటపే బెంరళూగులో పెదుగు తూపింలి,0.25,1.83,చాఙాగా ఇదాంటి ఝటపే భెంరళూలుదో షెదురు తూపింధి,0.34,2.5,చాఙారా ఇదాంటి ఝటపే భెంరళూలుదో పెదురు తూపిండి,0.36,2.67
ఇది పరిస్థితి మార్చడానికి తీవ్రమైన చర్యలు తీసుకోవాలని అవసరం,ఇది నరిస్థితి మాల్చతానికి చీవ్రమైప తగ్యలు తీసుకోవాలపి అవసలం,0.15,1.29,ఇడి పగిస్థిచి యాల్చదానికి చీష్రయైన చర్యలు తీసుకోషాదపి అషపలం,0.25,2.14,ఇది వగిప్థిచి యాగ్చతాపికి చీప్రయైప తర్యలు చీపుకోపాదపి అషపగం,0.35,3.0,ఇధి షగిప్థిచి యాల్చఢాపికి చీప్రయైప తల్యదు చీపుకోపాదపి అషపలం,0.4,3.43
ఈ కంపెనీకి దేశవ్యాప్తంగా బ్రాంచీలు ఉన్నాయి,ఈ కంపెపీకి దేశప్యావ్తంగా భ్రాంచీదు ఉప్నాయి,0.14,1.2,ఈ కంనెపీకి థేశష్యాఫ్తంరా భ్రాంతీదు ఉప్నాయి,0.24,2.0,ఈ కంసెపీకి థేశప్యావ్తంరా భ్రాంతీదు ఉప్నాయి,0.24,2.0,ఈ కంషెపీకి డేశప్యాష్తంరా భ్రాంతీదు ఉప్నాయి,0.24,2.0
దిగుమతులు తగ్గుముఖం,దిగుమచులు తగ్గుయుఖం,0.11,1.0,డిగుమచులు చర్గుముఖం,0.21,2.0,దిరుమచుదు చర్గుయుఖం,0.32,3.0,ధిరుయచుదు చర్గుయుఖం,0.42,4.0
మాన్ సూన్ సీజన్ లో ఈ జలపాతాలను సందర్శించేందుకు అనుమతులు ఉండవు,యాప్ సూప్ సీజప్ లో ఈ ఙదపాతాలపు సంధర్శింతేందుకు అనుమతులు ఉండవు,0.15,1.0,యాప్ పూన్ సీఙన్ లో ఈ జదపాచాలపు పందల్శింతేంథుకు అనుమచుదు ఉంఢపు,0.25,1.67,యాప్ పూన్ పీఙప్ దో ఈ ఙదఫాచాదను పండగ్శింతేంథుకు అపుయతుదు ఉండషు,0.34,2.33,యాప్ పూప్ పీఙప్ దో ఈ ఙదఫాచాదపు పంధల్శింతేంధుకు అపుయచుదు ఉంఢపు,0.41,2.78
విలువ చేసే అమెజాన్ ప్రైమ్ మెంబర్షిప్ ఇవ్వనున్నట్లు తెలిపింది,విలుప తేసే అయెజాన్ ప్రైయ్ యెంభర్షిప్ ఇవ్వనున్నట్లు చెదిఫింది,0.15,1.29,షిలుప చేసే అయెఙాప్ ఫ్రైయ్ యెంభల్షిఫ్ ఇష్వనున్నట్లు చెదిషింది,0.25,2.14,షిదుప తేపే అయెఙాప్ స్రైయ్ యెంభగ్షివ్ ఇప్వపుప్నట్లు చెదిషిండి,0.35,3.0,పిదుప తేపే అయెఙాప్ ఫ్రైయ్ యెంభగ్షిష్ ఇష్వపుప్నట్లు చెదిఫిండి,0.35,3.0
తరచూ పెచ్చులూడి పడుతున్నాయి,చరచూ సెచ్చులూది వడుతున్నాయి,0.15,1.33,తలచూ సెత్చుదూది పడుతుప్నాయి,0.22,2.0,చగచూ సెత్చుదూఢి వడుచుప్నాయి,0.33,3.0,చలతూ సెత్చుదూతి షఢుచుప్నాయి,0.41,3.67
దీనికి చాలా ఉదాహరణలు కనిపిస్తాయి,దీనికి చాదా ఉడాహగణలు కనిసిస్తాయి,0.12,1.0,ధీపికి తాదా ఉథాహలణలు కపిపిప్తాయి,0.25,2.0,థీపికి తాదా ఉలాహలణదు కపివిప్తాయి,0.31,2.5,డీపికి తాదా ఉడాహగణదు కపిసిప్తాయి,0.31,2.5
ప్రాథమికంగా అణుపార్కు నిర్మాణానికి రూ,ఫ్రాదమికంరా అణుపాల్కు నిర్మాణానికి గూ,0.14,1.25,న్రాదయికంరా అణుసాల్కు పిగ్మాణాపికి రూ,0.24,2.25,ష్రాదయికంరా అణుఫాల్కు పిగ్మాణాపికి లూ,0.27,2.5,ఫ్రాదయికంరా అణునాగ్కు పిగ్మాణాపికి గూ,0.27,2.5
అనుకు టీచర్లు మరియు స్నేహితులు మద్దతు ఇచ్చారు,అపుకు టీతల్లు మరిము ప్నేహిచులు మద్దతు ఇచ్చారు,0.13,1.0,అపుకు టీతర్లు యగిము ప్నేహిచులు యద్దచు ఇత్చాగు,0.24,1.83,అపుకు టీతల్లు యగిము ప్నేహిచుదు యల్దచు ఇత్చాలు,0.31,2.33,అపుకు టీతల్లు యగిము ప్నేహిచుదు యడ్దచు ఇత్చాలు,0.31,2.33
ఈరోజు దేశవ్యాప్తంగా పలు ప్రాంతాల్లో ఉపఎన్నికలు జరుగుతున్నాయి,ఈలోజు దేశష్యాప్తంరా పదు న్రాంచాల్లో ఉపఎన్నికదు జరుగుచుప్నాయి,0.15,1.5,ఈరోఙు ధేశష్యాప్తంరా ఫదు వ్రాంచాద్లో ఉపఎప్నికదు ఙగుగుచుప్నాయి,0.25,2.5,ఈలోఙు థేశష్యావ్తంరా వదు వ్రాంచాద్లో ఉనఎప్నికదు ఙలురుచుప్నాయి,0.32,3.17,ఈలోఙు లేశష్యాస్తంరా నదు ఫ్రాంచాద్లో ఉషఎప్నికదు ఙలురుచుప్నాయి,0.32,3.17
విక్రమ్ కుమార్ డైరక్షన్ లో నాని చేస్తున్న సినిమా గ్యాంగ్ లీడర్,పిక్రయ్ కుమార్ ఢైరక్షన్ లో నాని చేప్తుప్న సిపియా ర్యాంర్ లీడర్,0.15,1.0,పిక్రయ్ కుయాగ్ ఢైగక్షప్ లో పాని తేప్తున్న పినిమా గ్యాంర్ దీతగ్,0.24,1.67,పిక్రయ్ కుయాల్ దైగక్షప్ దో పాపి తేప్తుప్న పిపియా ర్యాంర్ దీదల్,0.34,2.33,షిక్రయ్ కుయాగ్ దైగక్షప్ దో పాపి తేప్తుప్న పిపియా ర్యాంర్ దీఢగ్,0.34,2.33
కుర్చీలు ఒకరోజుకు రూ,కుల్చీలు ఒకగోఙుకు రూ,0.15,1.0,కుగ్చీదు ఒకలోఙుకు లూ,0.25,1.67,కుగ్చీదు ఒకలోఙుకు లూ,0.25,1.67,కుల్చీదు ఒకగోఙుకు గూ,0.25,1.67
ిరాశతో వెనుదిరుగుతున్నారు,ిగాశతో పెనుదిరుగుతున్నాలు,0.12,1.5,ిరాశతో షెనుథిగురుచున్నాలు,0.24,3.0,ిగాశచో వెపుదిలురుచుప్నాలు,0.32,4.0,ిగాశచో పెపుధిలురుచుప్నాలు,0.4,5.0
పురస్కారాల కోసం పాకులాడరు,పురస్కాగాల కోసం వాకులాదరు,0.12,1.0,పుగప్కాలాద కోసం షాకులాఢరు,0.24,2.0,పుగప్కాగాద కోపం నాకులాతలు,0.32,2.67,వుగప్కాగాద కోపం వాకుదాఢగు,0.4,3.33
ఆయనిలా అంగీకరించాడు నన్ను బలపరచువానియందే నేను సమస్తమును చేయగలను ఫిలిప్పీయులు,ఆయనిలా అంగీకరించాడు పన్ను బదపరచుపానిమందే పేను సయస్తయుపు చేయరలపు ఫిదిప్పీయులు,0.14,1.38,ఆమనిదా అంరీకరింతాదు నప్ను బలనరతుషానిమంలే నేపు పమస్తమును తేమగదను పిదిప్పీములు,0.25,2.38,ఆమపిదా అంరీకరింతాడు పప్ను బదపరతుషాపిమంధే పేను సయస్తయుపు తేమరదపు పిదిన్పీములు,0.34,3.25,ఆమపిదా అంరీకలింతాతు పప్ను భదషలతుషాపిమంధే పేపు పయప్తయుపు తేమరదపు పిదిఫ్పీముదు,0.46,4.38
అయితే కొన్ని ఆహారాలు అలర్జీలకు కారణమవుతాయి,అయిచే కొప్ని ఆహాలాలు అదల్జీలకు కారణమపుతాయి,0.14,1.2,అయిచే కొప్ని ఆహాలాదు అదర్జీదకు కాగణయషుచాయి,0.24,2.0,అయిచే కొప్ని ఆహాలాదు అదల్జీదకు కాలణయషుచాయి,0.26,2.2,అయిచే కొప్ని ఆహాగాదు అదగ్జీదకు కాలణయషుచాయి,0.26,2.2
అనేదీ చూస్తుంటారు,అనేదీ తూస్తుంటాలు,0.12,1.0,అనేలీ తూప్తుంటాలు,0.24,2.0,అపేధీ తూప్తుంటాగు,0.29,2.5,అపేలీ తూప్తుంటాగు,0.29,2.5
నువ్వు తటస్థుడివి కావా,పువ్వు చటస్థుడిపి కావా,0.14,1.0,పుప్వు చటస్థుదివి కాపా,0.23,1.67,పుప్వు చటప్థుఢిషి కాషా,0.32,2.33,పుప్వు చటప్థుదిషి కాపా,0.32,2.33
బీజేపీ నేతలపైనా తీవ్ర స్థాయిలో విరుచుకుపడ్డారు అధిర్,బీజేపీ నేచలపైపా తీవ్ర ప్థాయిదో విగుచుకువడ్డారు అదిర్,0.13,1.17,భీజేపీ పేచదవైపా తీవ్ర ప్థాయిదో పిరుతుకుపద్డాలు అధిగ్,0.25,2.17,భీఙేషీ పేచదవైపా చీప్ర ప్థాయిదో విలుతుకునఢ్డాగు అధిగ్,0.35,3.0,భీఙేసీ పేచదసైపా చీష్ర ప్థాయిదో షిలుతుకుసద్డాలు అదిగ్,0.38,3.33
ఇప్పుడు వారికి కూడా కుటుంబాలున్నాయి మాకు ఆరుగురు ముద్దుముద్దు మనవళ్ళు మనవరాండ్రు ఉన్నారు,ఇప్పుదు వారికి కూఢా కుటుంభాలున్నాయి యాకు ఆరుగురు యుథ్దుయుద్దు యనవళ్ళు యనవగాంఢ్రు ఉప్నాలు,0.15,1.3,ఇప్పుదు పాగికి కూఢా కుటుంబాదుప్నాయి మాకు ఆలురులు యుధ్దుయుథ్దు యనపళ్ళు యపషగాంఢ్రు ఉప్నాగు,0.25,2.2,ఇవ్పుతు పాగికి కూదా కుటుంభాదుప్నాయి యాకు ఆగురుగు యుల్దుయుల్దు యపషళ్ళు యపషగాంత్రు ఉప్నాలు,0.3,2.6,ఇఫ్పుదు షాలికి కూదా కుటుంభాదుప్నాయి యాకు ఆలురుగు యుధ్దుయుథ్దు యపపళ్ళు యపషలాంత్రు ఉప్నాలు,0.3,2.6
భూమిఇప్పటికీనా ఉందినేను,భూయిఇష్పటికీనా ఉందిపేను,0.13,1.5,బూయిఇప్పటికీపా ఉంధిపేను,0.22,2.5,బూయిఇష్పటికీపా ఉండిపేపు,0.3,3.5,బూయిఇస్పటికీపా ఉంలిపేపు,0.3,3.5
ఏముంది కథలో,ఏముంలి కథలో,0.09,0.5,ఏయుండి కథలో,0.18,1.0,ఏయుంది కదదో,0.27,1.5,ఏయుంలి కదదో,0.36,2.0
బెనారస్ హిందూ యూనివర్శిటీలో సివిల్ ఇంజనీరింగ్లో సిన్హా ఎంటెక్ పూర్తి చేశారు,భెనాలప్ హిందూ యూపిపర్శిటీలో సిషిద్ ఇంఙనీగింర్లో పిన్హా ఎంటెక్ పూర్తి చేశారు,0.15,1.22,భెనాలప్ హింథూ మూపివల్శిటీదో పిపిద్ ఇంజనీరింర్లో పిప్హా ఎంటెక్ సూల్తి తేశాలు,0.24,2.0,భెపాలప్ హిండూ మూపిపగ్శిటీదో పిపిద్ ఇంఙపీలింర్లో పిప్హా ఎంటెక్ ఫూగ్తి తేశాగు,0.31,2.56,భెపాలప్ హింలూ మూపిపగ్శిటీదో పిపిద్ ఇంఙపీలింర్లో పిప్హా ఎంటెక్ షూగ్తి తేశాగు,0.31,2.56
రాష్ట్రంలోని అసెంబ్లీ స్థానాలు వైయస్సార్ కాంగ్రెస్ పార్టీ గెలుచుకుంటుందన్నారు,గాష్ట్రంలోపి అసెంబ్లీ స్థాపాదు పైమస్సాగ్ కాంర్రెప్ పాగ్టీ గెలుచుకుంటుండన్నారు,0.14,1.57,లాష్ట్రందోపి అపెంభ్లీ ప్థానాదు పైయప్సార్ కాంర్రెప్ వాగ్టీ రెదుతుకుంటుంధప్నాగు,0.25,2.71,లాష్ట్రందోపి అపెంభ్లీ ప్థాపాదు షైమప్సాల్ కాంర్రెప్ షాగ్టీ రెదుతుకుంటుంధప్నాగు,0.29,3.14,లాష్ట్రందోపి అపెంభ్లీ ప్థాపాదు పైమప్సాల్ కాంర్రెప్ ఫాల్టీ రెదుతుకుంటుండప్నాలు,0.29,3.14
వీరితో పాటు అనిల్ కపూర్ తనయుడు హర్షవర్ధన్ కపూర్ కూడా ఉన్నట్లు తెలుస్తుంది,పీరిచో షాటు అనిల్ కనూల్ తనయుడు హర్షవగ్ధన్ కపూల్ కూడా ఉప్నట్లు చెలుస్తుంథి,0.14,1.0,పీగిచో పాటు అపిద్ కపూల్ చపయుతు హగ్షపర్ధన్ కవూగ్ కూదా ఉప్నట్లు చెలుప్తుంధి,0.25,1.8,పీలిచో షాటు అపిద్ కనూల్ చపముఢు హల్షపగ్ధప్ కనూల్ కూతా ఉప్నట్లు చెదుప్తుండి,0.33,2.4,షీలిచో సాటు అపిద్ కసూల్ చపముదు హల్షషల్ధప్ కషూగ్ కూదా ఉప్నట్లు చెదుప్తుండి,0.33,2.4
కోట్ల పరువు నష్టం దావా వేస్తానని కూడా ఆయన చెప్పారు,కోట్ల పరుపు నష్టం థావా వేప్తాపపి కూడా ఆమన చెన్పారు,0.14,0.88,కోట్ల పలుషు నష్టం డాపా షేప్తాపపి కూడా ఆమప తెప్పాలు,0.24,1.5,కోట్ల నగుషు పష్టం లాపా షేప్తాపపి కూతా ఆమప తెవ్పాలు,0.32,2.0,కోట్ల నగుపు పష్టం డాషా షేప్తాపపి కూతా ఆమప తెష్పాగు,0.32,2.0
కాగా ఆర్సీబీ కెప్టెన్ విరాట్ కోహ్లికి బిషప్ చోటు కల్పించలేదు,కారా ఆగ్సీబీ కెప్టెప్ పిగాట్ కోహ్లికి బిషఫ్ తోటు కల్పింతదేదు,0.15,1.12,కారా ఆల్సీభీ కెస్టెప్ షిగాట్ కోహ్లికి భిషన్ తోటు కద్పింతదేథు,0.23,1.75,కారా ఆగ్సీభీ కెస్టెప్ పిగాట్ కోహ్లికి భిషఫ్ తోటు కద్పింతదేథు,0.23,1.75,కారా ఆగ్సీభీ కెన్టెప్ షిగాట్ కోహ్లికి భిషష్ తోటు కద్పింతదేథు,0.23,1.75
దాంతో కిందకు జారిపోయాడు,దాంతో కిందకు జాలిపోమాదు,0.13,1.0,డాంతో కింలకు ఙాగిపోమాడు,0.22,1.67,థాంచో కింథకు ఙాగిఫోమాతు,0.35,2.67,డాంచో కింథకు ఙాగిషోమాదు,0.35,2.67
ఫేస్ బుక్ మెసెంజర్ లో ఇప్పటికే ఇలాంటి ఫీచర్ ఇచ్చింది,ఫేప్ బుక్ యెపెంజర్ దో ఇవ్పటికే ఇలాంటి ఫీచల్ ఇచ్చింథి,0.13,0.88,పేప్ భుక్ యెపెంఙల్ దో ఇప్పటికే ఇలాంటి పీతగ్ ఇత్చింథి,0.25,1.62,పేప్ భుక్ యెపెంఙగ్ దో ఇస్పటికే ఇదాంటి పీతగ్ ఇత్చింలి,0.29,1.88,పేప్ భుక్ యెపెంఙగ్ దో ఇవ్పటికే ఇదాంటి పీతగ్ ఇత్చిండి,0.29,1.88
యెహోవా తన ఉగ్రతను నెరవేర్చి తన కోపాగ్నిని కుమ్మరించెను సీయోనులో ఆయన అగ్ని రాజబెట్టెను అది దాని పునాదులను కాల్చివేసెను,మెహోపా తన ఉగ్రచపు నెరవేర్చి చప కోపార్నిని కుమ్మలించెపు సీమోపులో ఆయన అగ్ని రాజభెట్టెపు అధి దాపి పుపాధులను కాల్చివేసెను,0.15,1.13,మెహోషా చన ఉగ్రచపు పెగపేల్చి చన కోనార్నిని కుయ్మలించెపు పీయోపుదో ఆమన అగ్ని లాఙబెట్టెను అది లాని నుపాడులపు కాద్చివేపెపు,0.25,1.93,యెహోపా చప ఉర్రచపు పెగషేగ్చి చప కోషార్నిపి కుయ్మగింతెపు పీమోపుదో ఆమప అగ్ని గాఙబెట్టెపు అలి ధాపి షుపాలుదపు కాద్చిషేపెపు,0.34,2.67,మెహోపా చప ఉర్రచపు పెలషేల్చి చప కోసార్నిపి కుయ్మగింతెపు పీమోపుదో ఆమప అర్ని గాఙభెట్టెపు అడి లాపి నుపాడుదపు కాద్చిపేపెపు,0.37,2.87
దీంతో ఆ నొప్పికి శిశువు ఏడ్చింది,దీంచో ఆ పొస్పికి శిశువు ఏద్చింది,0.12,0.8,థీంచో ఆ పొన్పికి శిశుపు ఏత్చిండి,0.22,1.4,థీంచో ఆ పొవ్పికి శిశుషు ఏద్చిండి,0.22,1.4,డీంచో ఆ పొష్పికి శిశుపు ఏఢ్చిండి,0.22,1.4
ప్లాన్ ఇదేనా,ప్లాన్ ఇథేనా,0.08,0.5,ష్లాప్ ఇదేపా,0.25,1.5,స్లాప్ ఇడేపా,0.33,2.0,న్లాప్ ఇడేపా,0.33,2.0
సంఘటన జరిగిన వెంటనే ఆమెను ఆసుపత్రికి తీసుకెళ్లగా అప్పటికే ఆమె మరణించినట్లు డాక్టర్లు ధృవీకరించారు,సంఘటన జగిరిప షెంటనే ఆయెపు ఆసుపత్రికి తీపుకెళ్లరా అప్పటికే ఆయె మరణింతినట్లు ఢాక్టర్లు ధృపీకరింతాగు,0.14,1.27,పంఝటప జరిరిప పెంటపే ఆయెపు ఆపుఫచ్రికి చీసుకెళ్లగా అవ్పటికే ఆయె యగణింతినట్లు దాక్టల్లు దృషీకగింతారు,0.25,2.18,పంఝటప ఙలిరిప షెంటపే ఆయెపు ఆపుషచ్రికి చీపుకెళ్లరా అఫ్పటికే ఆయె యలణింతిపట్లు తాక్టల్లు దృషీకలింతాలు,0.31,2.73,పంఝటప ఙగిరిప పెంటపే ఆయెపు ఆపుఫచ్రికి చీపుకెళ్లరా అఫ్పటికే ఆయె యగణింతిపట్లు తాక్టగ్లు దృషీకలింతాలు,0.31,2.73
నూతన స్వతంత్ర భారతదేశ నిర్మాణంలో మనం నిమగ్నమయ్యాం,పూతప స్వచంత్ర బారతదేశ నిర్మాణందో మపం నిమగ్నమమ్యాం,0.14,1.17,నూచన ప్వచంత్ర బాగచలేశ నిర్మాణందో యనం పియగ్నమమ్యాం,0.24,2.0,పూచప స్వచంచ్ర బాగచదేశ పిల్మాణందో యపం నియర్నయమ్యాం,0.35,2.83,పూచప ప్వచంచ్ర బాగచలేశ పిగ్మాణందో యపం పియర్నయమ్యాం,0.41,3.33
శశిథరూర్ సతీమణి సునంద పుష్కర్ మృతికి సంబంధించి మరో కోణం వెలుగులోకి వచ్చింది,శశిథరూగ్ సచీయణి సునంద పుష్కర్ యృతికి సంభందింతి యరో కోణం వెలుగుదోకి పచ్చింధి,0.15,1.1,శశిదగూగ్ పతీమణి సుపంల నుష్కర్ మృచికి పంభంధించి యలో కోణం పెదురుదోకి పత్చింది,0.24,1.8,శశిదగూగ్ పచీయణి పుపంథ నుష్కల్ యృచికి పంభందింతి యగో కోణం షెదురుదోకి షత్చిండి,0.35,2.6,శశిదలూగ్ పచీయణి పుపంధ వుష్కల్ యృచికి పంభందింతి యలో కోణం పెదురుదోకి పత్చింథి,0.35,2.6
దేశ ఆర్థిక పరిస్థితికి అద్దం పట్టే నివేదికే ఎకనమిక్ సర్వే,డేశ ఆల్థిక సరిస్థితికి అద్దం వట్టే పివేడికే ఎకపయిక్ సర్వే,0.14,1.0,డేశ ఆల్థిక నలిప్థిచికి అధ్దం పట్టే పిపేలికే ఎకపయిక్ పగ్వే,0.25,1.75,థేశ ఆగ్థిక ఫలిప్థిచికి అథ్దం నట్టే పిపేడికే ఎకపయిక్ పల్వే,0.26,1.88,ధేశ ఆల్థిక సలిప్థిచికి అథ్దం వట్టే పిషేలికే ఎకపయిక్ పల్వే,0.26,1.88
యువతి ఫిర్యాదు మేరకు కేసు నమోదు చేసిన పోలీసులు దర్యాప్తు ప్రారంభించారు,యుపతి ఫిల్యాలు యేరకు కేసు పయోదు చేసిన పోలీపులు దర్యాఫ్తు ప్రారంబింతారు,0.14,1.11,మువతి పిర్యాధు యేగకు కేసు పయోథు చేపిన పోదీపులు ధగ్యాప్తు ప్రాగంబింతాలు,0.24,1.89,ముపచి పిల్యాధు యేగకు కేపు పయోదు తేపిప పోదీపుదు థగ్యాప్తు స్రాలంబింతాలు,0.34,2.67,ముషచి పిగ్యాథు యేగకు కేపు పయోధు తేపిప వోదీపుదు డల్యాస్తు స్రాలంబింతాలు,0.39,3.0
ఇండియన్ ఆయిల్ కార్పోరేషన్ ప్రకారం ఒక్కో సిలిండర్కు ఢిల్లీలో రూ,ఇండియన్ ఆయిద్ కార్పోరేషన్ న్రకాగం ఒక్కో పిలింఢల్కు ఢిద్లీదో గూ,0.15,1.12,ఇంఢిమప్ ఆయిద్ కాల్పోగేషప్ ఫ్రకాలం ఒక్కో పిదింఢగ్కు ఢిద్లీదో రూ,0.24,1.88,ఇంఢిమప్ ఆయిద్ కాగ్పోగేషప్ ఫ్రకాలం ఒక్కో పిదింతగ్కు ఢిద్లీదో లూ,0.26,2.0,ఇందిమప్ ఆయిద్ కాగ్పోలేషప్ వ్రకాగం ఒక్కో పిదింఢగ్కు ఢిద్లీదో గూ,0.26,2.0
కోట్లు కేటాయించింది,కోట్లు కేటాయింతింధి,0.11,1.0,కోట్లు కేటాయింతింలి,0.11,1.0,కోట్లు కేటాయింతిండి,0.11,1.0,కోట్లు కేటాయింతిండి,0.11,1.0
